	PhraseId	SentenceId	Phrase	Sentiment
25700	25701	1174	One of the best , most understated performances of -LRB- Jack Nicholson 's -RRB- career .	4
25715	25716	1175	An intense and effective film about loneliness and the chilly anonymity of the environments where so many of us spend so much of our time .	3
25739	25740	1176	It 's still a comic book , but Maguire makes it a comic book with soul .	3
25753	25754	1177	Where the film falters is in its tone .	1
25761	25762	1178	Amazing !	4
25762	25763	1179	A modestly comic , modestly action-oriented World War II adventure that , in terms of authenticity , is one of those films that requires the enemy to never shoot straight .	2
25798	25799	1180	Wow , so who knew Charles Dickens could be so light-hearted ?	3
25813	25814	1181	Hey , Happy !	3
25816	25817	1182	But here 's a movie about it anyway .	1
25824	25825	1183	Does n't get the job done , running off the limited chemistry created by Ralph Fiennes and Jennifer Lopez .	1
25841	25842	1184	More than simply a portrait of early extreme sports , this peek into the 1970s skateboard revolution is a skateboard film as social anthropology ...	2
25868	25869	1185	A live-wire film that never loses its ability to shock and amaze .	4
25883	25884	1186	-LRB- Kirshner wins , but it 's close . -RRB-	2
25894	25895	1187	Like Rudy Yellow Lodge , Eyre needs to take a good sweat to clarify his cinematic vision before his next creation and remember the lessons of the trickster spider .	0
25933	25934	1188	The large-format film is well suited to capture these musicians in full regalia and the incredible IMAX sound system lets you feel the beat down to your toes .	4
25967	25968	1189	Even bigger and more ambitious than the first installment , Spy Kids 2 looks as if it were made by a highly gifted 12-year-old instead of a grown man .	1
25998	25999	1190	The leads are so unmemorable , despite several attempts at lengthy dialogue scenes , that one eventually resents having to inhale this gutter romancer 's secondhand material .	0
26031	26032	1191	None of this has the suavity or classical familiarity of Bond , but much of it is good for a laugh .	2
26051	26052	1192	The heat of the moment prevails .	3
26058	26059	1193	Wait for it to hit cable .	2
26065	26066	1194	Bigelow handles the nuclear crisis sequences evenly but milks drama when she should be building suspense , and drags out too many scenes toward the end that should move quickly .	1
26099	26100	1195	-LRB- A -RRB- satisfying niblet .	3
26103	26104	1196	But they fascinate in their recklessness .	3
26110	26111	1197	If you have n't seen the film lately , you may be surprised at the variety of tones in Spielberg 's work .	3
26132	26133	1198	Me no lika da accents so good , but I thoroughly enjoyed the love story .	3
26148	26149	1199	The movie 's biggest shocks come from seeing former nymphette Juliette Lewis playing a salt-of-the-earth mommy named Minnie and watching Slim travel incognito in a ridiculous wig no respectable Halloween costume shop would ever try to sell .	1
26195	26196	1200	A timid , soggy near miss .	1
26203	26204	1201	hard as this may be to believe , Here on Earth , a surprisingly similar teen drama , was a better film .	1
26226	26227	1202	It 's far from a frothy piece , and the characters are complex , laden with plenty of baggage and tinged with tragic undertones .	3
26253	26254	1203	The execution is so pedestrian that the most positive comment we can make is that Rob Schneider actually turns in a pretty convincing performance as a prissy teenage girl .	2
26286	26287	1204	Watching E.T now , in an era dominated by cold , loud special-effects-laden extravaganzas , one is struck less by its lavish grandeur than by its intimacy and precision .	2
26321	26322	1205	If you 're looking for a story , do n't bother .	1
26331	26332	1206	The cast is spot on and the mood is laid back .	3
26342	26343	1207	Absurdities and	2
26354	26355	1208	A party-hearty teen flick that scalds like acid .	1
26365	26366	1209	A moving and stark reminder that the casualties of war reach much further than we imagine .	4
26385	26386	1210	A so-so , made-for-TV something posing as a real movie .	0
26397	26398	1211	Astonishing ... -LRB- frames -RRB- profound ethical and philosophical questions in the form of dazzling pop entertainment .	4
26417	26418	1212	Fans of Plympton 's shorts may marginally enjoy the film , but it is doubtful this listless feature will win him any new viewers .	1
26444	26445	1213	The problem with The Bread , My Sweet is that it 's far too sentimental .	1
26460	26461	1214	If you can tolerate the redneck-versus-blueblood cliches that the film trades in , Sweet Home Alabama is diverting in the manner of Jeff Foxworthy 's stand-up act .	2
26489	26490	1215	Oh , look at that clever angle !	3
26498	26499	1216	A crass and insulting homage to great films like Some Like It Hot and the John Wayne classics .	0
26517	26518	1217	This version moves beyond the original 's nostalgia for the communal film experiences of yesteryear to a deeper realization of cinema 's inability to stand in for true , lived experience .	2
26550	26551	1218	Since Lee is a sentimentalist , the film is more worshipful than your random E !	2
26566	26567	1219	I do n't know if Frailty will turn Bill Paxton into an A-list director , but he can rest contentedly with the knowledge that he 's made at least one damn fine horror movie .	3
26601	26602	1220	This movie , a certain scene in particular , brought me uncomfortably close to losing my lunch .	0
26619	26620	1221	There 's a heavy stench of ` been there , done that ' hanging over the film .	1
26636	26637	1222	Only those most addicted to film violence in all its forms will find anything here to appreciate .	2
26653	26654	1223	The Santa Clause 2 's plot may sound like it was co-written by Mattel executives and lobbyists for the tinsel industry .	1
26679	26680	1224	An energizing , intoxicating documentary charting the rise of hip-hop culture in general and the art of scratching -LRB- or turntablism -RRB- in particular .	4
26707	26708	1225	... for all its social and political potential , State Property does n't end up being very inspiring or insightful .	1
26725	26726	1226	Instead of hitting the audience over the head with a moral , Schrader relies on subtle ironies and visual devices to convey point of view .	3
26749	26750	1227	Compellingly watchable .	4
26752	26753	1228	Other than the slightly flawed -LRB- and fairly unbelievable -RRB- finale , everything else is top shelf .	3
26771	26772	1229	This heist flick about young Brooklyn hoods is off the shelf after two years to capitalize on the popularity of Vin Diesel , Seth Green and Barry Pepper .	2
26807	26808	1230	The movie spends more time with Schneider than with newcomer McAdams , even though her performance is more interesting -LRB- and funnier -RRB- than his .	1
26832	26833	1231	Certainly not a good movie , but it was n't horrible either .	1
26843	26844	1232	Blisteringly rude , scarily funny , sorrowfully sympathetic to the damage it surveys , the film has in Kieran Culkin a pitch-perfect Holden .	4
26873	26874	1233	It is n't scary .	1
26876	26877	1234	And it sees those relationships , including that between the son and his wife , and the wife and the father , and between the two brothers , with incredible subtlety and acumen .	3
26912	26913	1235	Like a fish that 's lived too long , Austin Powers in Goldmember has some unnecessary parts and is kinda wrong in places .	1
26930	26931	1236	Grant is n't Cary and Bullock is n't Katherine .	1
26939	26940	1237	A seriocomic debut of extravagant promise by Georgian-Israeli director Dover Kosashvili .	3
26954	26955	1238	-LRB- It 's -RRB- a clever thriller with enough unexpected twists to keep our interest .	3
26968	26969	1239	If you 're not a fan , it might be like trying to eat Brussels sprouts .	1
26986	26987	1240	The movie eventually snaps under the strain of its plot contrivances and its need to reassure .	1
27005	27006	1241	Maelstrom is strange and compelling , engrossing and different , a moral tale with a twisted sense of humor .	4
27023	27024	1242	A touching , small-scale story of family responsibility and care in the community .	3
27038	27039	1243	Boasts eye-catching art direction but has a forcefully quirky tone that quickly wears out its limited welcome .	1
27056	27057	1244	This is a smart movie that knows its classical music , knows its Freud and knows its Sade .	3
27076	27077	1245	Kinnear ... gives his best screen performance with an oddly winning portrayal of one of life 's ultimate losers .	4
27097	27098	1246	Their work is fantastic .	4
27101	27102	1247	As a movie , it never seems fresh and vital .	2
27111	27112	1248	Plodding , poorly written , murky and weakly acted , the picture feels as if everyone making it lost their movie mojo .	0
27133	27134	1249	With Notorious C.H.O. Cho proves she has the stuff to stand tall with Pryor , Carlin and Murphy .	3
27156	27157	1250	near the end takes on a whole other meaning .	2
27164	27165	1251	the script assumes that not only would subtlety be lost on the target audience , but that it 's also too stupid to realize that they 've already seen this exact same movie a hundred times	0
27199	27200	1252	` Linklater fans , or pretentious types who want to appear avant-garde will suck up to this project ... '	1
27220	27221	1253	There is one surefire way to get a nomination for a best-foreign-film Oscar : Make a movie about whimsical folk who learn a nonchallenging , life-affirming lesson while walking around a foreign city with stunning architecture .	2
27265	27266	1254	It plods along methodically , somehow under the assumption that its `` dead wife communicating from beyond the grave '' framework is even remotely new or interesting .	1
27299	27300	1255	LaBute ca n't avoid a fatal mistake in the modern era : He 's changed the male academic from a lower-class Brit to an American , a choice that upsets the novel 's exquisite balance and shreds the fabric of the film .	2
27344	27345	1256	A virtual roller-coaster ride of glamour and sleaze .	2
27356	27357	1257	Mostly the film is just hectic and homiletic : two parts exhausting Men in Black mayhem to one part family values .	2
27380	27381	1258	You might want to take a reality check before you pay the full ticket price to see `` Simone , '' and consider a DVD rental instead .	1
27409	27410	1259	About a Boy vividly recalls the Cary Grant of Room for One More , Houseboat and Father Goose in its affectionate depiction of the gentle war between a reluctant , irresponsible man and the kid who latches onto him .	2
27451	27452	1260	... a light , yet engrossing piece .	3
27456	27457	1261	The problem is that it is one that allows him to churn out one mediocre movie after another .	0
27474	27475	1262	unpretentious , charming , quirky , original	4
27481	27482	1263	Where Janice Beard falters in its recycled aspects , implausibility , and sags in pace , it rises in its courageousness , and comedic employment .	3
27514	27515	1264	The movie is as padded as Allen 's jelly belly .	1
27525	27526	1265	A dazzling dream of a documentary .	4
27530	27531	1266	An intelligently made -LRB- and beautifully edited -RRB- picture that at the very least has a spark of life to it -- more than you can say for plenty of movies that flow through the Hollywood pipeline without a hitch .	4
27570	27571	1267	The unexplored story opportunities of `` Punch-Drunk Love '' may have worked against the maker 's minimalist intent but it is an interesting exercise by talented writer\/director Anderson .	3
27602	27603	1268	Aspires to the cracked lunacy of The Adventures of Buckaroo Banzai , but thanks to an astonishingly witless script ends up more like The Adventures of Ford Fairlane .	1
27638	27639	1269	Mariah Carey gives us another peek at some of the magic we saw in Glitter here in Wisegirls .	3
27659	27660	1270	Rock solid family fun out of the gates , extremely imaginative through out , but wanes in the middle	3
27677	27678	1271	Clever and unflinching in its comic barbs , Slap Her is a small but rewarding comedy that takes aim at contemporary southern adolescence and never lets up .	4
27704	27705	1272	The Scorpion King is more fun than Conan the Barbarian .	3
27717	27718	1273	Pedro Rodrigues '	2
27741	27742	1274	A college story that works even without vulgarity , sex scenes , and cussing !	3
27756	27757	1275	There are cheesy backdrops , ridiculous action sequences , and many tired jokes about men in heels .	0
27775	27776	1276	All the more disquieting for its relatively gore-free allusions to the serial murders , but it falls down in its attempts to humanize its subject .	1
27803	27804	1277	A lame romantic comedy about an unsympathetic character and someone who would not likely be so stupid as to get involved with her .	0
27826	27827	1278	Once the downward spiral comes to pass , Auto Focus bears out as your typical junkie opera ...	1
27847	27848	1279	In the book-on-tape market , the film of `` The Kid Stays in the Picture '' would be an abridged edition	1
27868	27869	1280	I wish Windtalkers had had more faith in the dramatic potential of this true story .	2
27883	27884	1281	After an hour and a half of wondering -- sometimes amusedly , sometimes impatiently -- just what this strenuously unconventional movie is supposed to be , you discover that the answer is as conventional as can be .	1
27918	27919	1282	We hate -LRB- Madonna -RRB- within the film 's first five minutes , and she lacks the skill or presence to regain any ground .	1
27942	27943	1283	An ebullient Tunisian film about the startling transformation of a tradition-bound widow who is drawn into the exotic world of belly dancing .	3
27969	27970	1284	A Frankenstein mishmash that careens from dark satire to cartoonish slapstick , Bartleby performs neither one very well .	2
27992	27993	1285	There 's something not entirely convincing about The Quiet American .	2
28000	28001	1286	Chelsea Walls is a case of too many chefs fussing over too weak a recipe .	1
28016	28017	1287	Though filmed partly in Canada , Paid in Full has clever ways of capturing inner-city life during the Reagan years .	3
28040	28041	1288	It still feels like a prison stretch .	1
28049	28050	1289	As home movie gone haywire , it 's pretty enjoyable , but as sexual manifesto , I 'd rather listen to old Tori Amos records .	2
28078	28079	1290	Ah-nuld 's action hero days might be over .	1
28087	28088	1291	In gleefully , thumpingly hyperbolic terms , it covers just about every cliche in the compendium about crass , jaded movie types and the phony baloney movie biz .	2
28123	28124	1292	The Sweetest Thing leaves a bitter taste .	0
28132	28133	1293	After the setup , the air leaks out of the movie , flattening its momentum with about an hour to go .	2
28152	28153	1294	Because the film deliberately lacks irony , it has a genuine dramatic impact ; it plays like a powerful 1957 drama we 've somehow never seen before .	4
28178	28179	1295	In an ART FILM !	3
28182	28183	1296	The satire is just too easy to be genuinely satisfying .	1
28191	28192	1297	A gem , captured in the unhurried , low-key style favored by many directors of the Iranian new wave .	2
28210	28211	1298	-LRB- A -RRB- real pleasure in its laid-back way .	4
28218	28219	1299	Aloof and lacks any real raw emotion , which is fatal for a film that relies on personal relationships .	0
28237	28238	1300	This is cruel , misanthropic stuff with only weak claims to surrealism and black comedy .	1
28254	28255	1301	there is truth here	3
28257	28258	1302	The symbols float like butterflies and the spinning styx sting like bees .	2
28276	28277	1303	I 'm going to give it a marginal thumbs up .	3
28287	28288	1304	Otherwise , maybe .	2
28290	28291	1305	While the path may be familiar , first-time director Denzel Washington and a top-notch cast manage to keep things interesting .	3
28310	28311	1306	If you answered yes , by all means enjoy The New Guy .	3
28323	28324	1307	Throws in enough clever and unexpected twists to make the formula feel fresh .	4
28334	28335	1308	He does this so well you do n't have the slightest difficulty accepting him in the role .	4
28352	28353	1309	The premise of Jason X is silly but strangely believable .	3
28361	28362	1310	Ya-Yas everywhere will forgive the flaws and love the film .	3
28372	28373	1311	I will be .	3
28375	28376	1312	-LRB- Washington 's -RRB- strong hand , keen eye , sweet spirit and good taste are reflected in almost every scene .	4
28396	28397	1313	What a dumb , fun , curiously adolescent movie this is .	3
28407	28408	1314	Cold and scattered , Minority Report commands interest almost solely as an exercise in gorgeous visuals .	2
28424	28425	1315	National Lampoon 's Van Wilder may aim to be the next Animal House , but it more closely resembles this year 's version of Tomcats .	2
28449	28450	1316	A well made indieflick in need of some trims and a more chemistry between its stars .	3
28467	28468	1317	The film truly does rescue -LRB- the Funk Brothers -RRB- from Motown 's shadows .	2
28482	28483	1318	Director Chris Wedge and screenwriters Michael Berg , Michael J. Wilson and Peter Ackerman create some episodes that rival vintage Looney Tunes for the most creative mayhem in a brief amount of time .	3
28523	28524	1319	The star who helped give a spark to `` Chasing Amy '' and `` Changing Lanes '' falls flat as thinking man CIA agent Jack Ryan in this summer 's new action film , `` The Sum of All Fears . ''	1
28563	28564	1320	A playful Iranian parable about openness , particularly the need for people of diverse political perspectives to get along despite their ideological differences .	3
28590	28591	1321	If only there were one for this kind of movie .	2
28600	28601	1322	You can taste it , but there 's no fizz .	1
28611	28612	1323	Control-Alt-Delete Simone as quickly as possible	0
28617	28618	1324	Strong filmmaking requires a clear sense of purpose , and in that oh-so-important category , The Four Feathers comes up short .	0
28642	28643	1325	Enriched by a strong and unforced supporting cast .	4
28652	28653	1326	Nothing overly original , mind you , but solidly entertaining .	3
28661	28662	1327	At its best , this is grand-scale moviemaking for a larger-than-life figure , an artist who has been awarded mythic status in contemporary culture .	4
28687	28688	1328	Funny in a sick , twisted sort of way .	3
28696	28697	1329	It 's fun , but it 's a real howler .	3
28707	28708	1330	A manipulative feminist empowerment tale thinly posing as a serious drama about spousal abuse .	1
28721	28722	1331	A semi-autobiographical film that 's so sloppily written and cast that you can not believe anyone more central to the creation of Bugsy than the caterer had anything to do with it .	0
28755	28756	1332	Renner ?	2
28757	28758	1333	For all its violence , the movie is remarkably dull with only Caine making much of an impression .	1
28773	28774	1334	Trades run-of-the-mill revulsion for extreme unease .	2
28781	28782	1335	She 's all-powerful , a voice for a pop-cyber culture that feeds on her Bjorkness .	3
28800	28801	1336	Like many Western action films , this thriller is too loud and thoroughly overbearing , but its heartfelt concern about North Korea 's recent past and South Korea 's future adds a much needed moral weight .	3
28841	28842	1337	The actors are fantastic .	4
28844	28845	1338	It 's got all the familiar Bruckheimer elements , and Schumacher does probably as good a job as anyone at bringing off the Hopkins\/Rock collision of acting styles and onscreen personas .	3
28880	28881	1339	The Trinity Assembly approaches the endeavor with a shocking lack of irony , and George Ratliff 's documentary , Hell House , reflects their earnestness -- which makes for a terrifying film .	2
28919	28920	1340	Becomes the last thing you would expect from a film with this title or indeed from any Plympton film : boring .	1
28939	28940	1341	But it is set in a world that is very , very far from the one most of us inhabit .	2
28958	28959	1342	Call me a cynic , but there 's something awfully deadly about any movie with a life-affirming message .	1
28978	28979	1343	I have no problem with `` difficult '' movies , or movies that ask the audience to meet them halfway and connect the dots instead of having things all spelled out .	2
29010	29011	1344	By surrounding us with hyper-artificiality , Haynes makes us see familiar issues , like racism and homophobia , in a fresh way .	3
29036	29037	1345	Though Frida is easier to swallow than Julie Taymor 's preposterous Titus , the eye candy here lacks considerable brio .	1
29058	29059	1346	Full Frontal , which opens today nationwide , could almost be classified as a movie-industry satire , but it lacks the generous inclusiveness that is the genre 's definitive , if disingenuous , feature .	1
29100	29101	1347	While the humor is recognizably Plympton , he has actually bothered to construct a real story this time .	3
29120	29121	1348	` Drumline ' shows a level of young , Black manhood that is funny , touching , smart and complicated .	4
29141	29142	1349	This is a movie filled with unlikable , spiteful idiots ; whether or not their friendship is salvaged makes no difference in the least .	0
29167	29168	1350	This insufferable movie is meant to make you think about existential suffering .	1
29182	29183	1351	This sensitive , smart , savvy , compelling coming-of-age drama delves into the passive-aggressive psychology of co-dependence and the struggle for self-esteem .	4
29208	29209	1352	All the small moments and flashbacks do n't add up to much more than trite observations on the human condition .	1
29229	29230	1353	A beautifully observed character piece .	4
29234	29235	1354	Though it inspires some -LRB- out-of-field -RRB- creative thought , the film is -- to its own detriment -- much more a cinematic collage than a polemical tract .	2
29265	29266	1355	Perhaps the grossest movie ever made .	0
29270	29271	1356	Does a good job of establishing a time and place , and of telling a fascinating character 's story .	3
29286	29287	1357	In fact , it does n't even seem like she tried .	0
29297	29298	1358	Spare yet audacious ...	2
29300	29301	1359	With three excellent principal singers , a youthful and good-looking diva and tenor and richly handsome locations , it 's enough to make you wish Jacquot had left well enough alone and just filmed the opera without all these distortions of perspective .	2
29347	29348	1360	After several scenes of this tacky nonsense , you 'll be wistful for the testosterone-charged wizardry of Jerry Bruckheimer productions , especially because Half Past Dead is like The Rock on a Wal-Mart budget .	0
29386	29387	1361	Could n't someone take Rob Schneider and have him switch bodies with a funny person ?	1
29399	29400	1362	Formuliac , but fun .	3
29404	29405	1363	What might have been acceptable on the printed page of Iles ' book does not translate well to the screen .	0
29425	29426	1364	The sight of the spaceship on the launching pad is duly impressive in IMAX dimensions , as are shots of the astronauts floating in their cabins .	3
29460	29461	1365	As Hannibal would say , yes , ` It 's like having an old friend for dinner ' .	3
29481	29482	1366	Williams absolutely nails Sy 's queasy infatuation and overall strangeness .	3
29494	29495	1367	Paul Bettany is good at being the ultra-violent gangster wannabe , but the movie is certainly not number 1 .	1
29514	29515	1368	This is the kind of movie that you only need to watch for about thirty seconds before you say to yourself , ` Ah , yes , here we have a bad , bad , bad movie . '	0
29549	29550	1369	Personally , I 'd rather watch them on the Animal Planet .	0
29560	29561	1370	The lively appeal of The Last Kiss lies in the ease with which it integrates thoughtfulness and pasta-fagioli comedy .	4
29581	29582	1371	An annoying orgy of excess and exploitation that has no point and goes nowhere .	0
29596	29597	1372	This deeply spiritual film taps into the meaning and consolation in afterlife communications .	3
29612	29613	1373	There are now two signs that M. Night Shyamalan 's debut feature sucked up all he has to give to the mystic genres of cinema : Unbreakable and Signs .	0
29645	29646	1374	The filmmakers try to balance pointed , often incisive satire and unabashed sweetness , with results that are sometimes bracing , sometimes baffling and quite often , and in unexpected ways , touching .	3
29680	29681	1375	Does little to elaborate the conceit of setting this blood-soaked tragedy of murderous ambition in the era of Richard Nixon .	2
29705	29706	1376	Go , girls , right down the reality drain .	1
29715	29716	1377	The power of Shanghai Ghetto , a documentary by Dana Janklowicz-Mann and Amir Mann , rests in the voices of men and women , now in their 70s , who lived there in the 1940s .	3
29756	29757	1378	Funny and touching .	3
29758	29759	1379	There is nothing redeeming about this movie .	0
29764	29765	1380	It 's a spectacular performance - ahem , we hope it 's only acting .	3
29779	29780	1381	The waterlogged script plumbs uncharted depths of stupidity , incoherence and sub-sophomoric sexual banter .	0
29799	29800	1382	It concentrates far too much on the awkward interplay and utter lack of chemistry between Chan and Hewitt .	1
29819	29820	1383	A stirring tribute to the bravery and dedication of the world 's reporters who willingly walk into the nightmare of war not only to record the events for posterity , but to help us clearly see the world of our making .	4
29863	29864	1384	A lot like the imaginary sport it projects onto the screen -- loud , violent and mindless .	1
29879	29880	1385	If you like an extreme action-packed film with a hint of humor , then Triple X marks the spot .	3
29897	29898	1386	The simplicity of The Way Home has few equals this side of Aesop	2
29911	29912	1387	The only reason you should see this movie is if you have a case of masochism and an hour and a half to blow .	1
29930	29931	1388	The film is saved from are n't - kids-cute sentimentality by a warmth that is n't faked and a stately sense of composition .	3
29954	29955	1389	A few pieces of the film buzz and whir ; very little of it actually clicks .	1
29971	29972	1390	Like any good romance , Son of the Bride , proves it 's never too late to learn .	3
29987	29988	1391	One of the funniest motion pictures of the year , but ... also one of the most curiously depressing .	3
30004	30005	1392	A film that 's flawed and brilliant in equal measure .	3
30015	30016	1393	An imponderably stilted and self-consciously arty movie .	1
30024	30025	1394	... the story , like Ravel 's Bolero , builds to a crescendo that encompasses many more paths than we started with .	3
30051	30052	1395	This thing is virtually unwatchable .	0
30056	30057	1396	The movie does its best to work us over , with second helpings of love , romance , tragedy , false dawns , real dawns , comic relief , two separate crises during marriage ceremonies , and the lush scenery of the Cotswolds .	3
30103	30104	1397	What a concept , what an idea , what a thrill ride .	4
30115	30116	1398	And , thanks to the presence of ` the King , ' it also rocks .	3
30130	30131	1399	I do n't feel the least bit ashamed in admitting that my enjoyment came at the expense of seeing justice served , even if it 's a dish that 's best served cold .	3
30164	30165	1400	Everybody loves a David and Goliath story , and this one is told almost entirely from David 's point of view .	3
30184	30185	1401	The performances are strong , though the subject matter demands acting that borders on hammy at times .	3
30200	30201	1402	An inexperienced director , Mehta has much to learn .	1
30209	30210	1403	Ryosuke has created a wry , winning , if languidly paced , meditation on the meaning and value of family .	2
30231	30232	1404	It has a caffeinated , sloppy brilliance , sparkling with ideas you wish had been developed with more care , but animated by an energy that puts the dutiful efforts of more disciplined grade-grubbers to shame .	3
30272	30273	1405	It 's just not very smart .	1
30277	30278	1406	It wears its heart on the sleeve of its gaudy Hawaiian shirt .	1
30290	30291	1407	Like a skillful fisher , the director uses the last act to reel in the audience since its poignancy hooks us completely .	4
30313	30314	1408	A wild ride with eight boarders from Venice Beach that was a deserved co-winner of the Audience Award for documentaries at the Sundance Film Festival .	4
30339	30340	1409	But the 2002 film does n't really believe in it , and breaks the mood with absurdly inappropriate ` comedy ' scenes .	0
30360	30361	1410	Birot creates a drama with such a well-defined sense of place and age -- as in , 15 years old -- that the torments and angst become almost as operatic to us as they are to her characters .	3
30404	30405	1411	Toward the end Sum of All Fears morphs into a mundane '70s disaster flick .	1
30418	30419	1412	Your 20th outing shows off a lot of stamina and vitality , and get this , Madonna 's cameo does n't suck !	3
30442	30443	1413	The production design , score and choreography are simply intoxicating .	4
30452	30453	1414	For almost the first two-thirds of Martin Scorsese 's 168-minute Gangs of New York , I was entranced .	3
30474	30475	1415	A brutally dry satire of Middle American numbness .	1
30484	30485	1416	A perfectly acceptable , perfectly bland , competently acted but by no means scary horror movie .	2
30499	30500	1417	The tasteful little revision works wonders , enhancing the cultural and economic subtext , bringing richer meaning to the story 's morals .	3
30523	30524	1418	And Diesel is n't the actor to save it .	1
30531	30532	1419	Wendigo wants to be a monster movie for the art-house crowd , but it falls into the trap of pretention almost every time .	0
30558	30559	1420	Nothing short of wonderful with its ten-year-old female protagonist and its steadfast refusal to set up a dualistic battle between good and evil .	4
30585	30586	1421	Drumline is -- the mere suggestion , albeit a visually compelling one , of a fully realized story .	3
30605	30606	1422	With lesser talents , High Crimes would be entertaining , but forgettable .	2
30616	30617	1423	The history is fascinating ; the action is dazzling .	4
30623	30624	1424	I could n't help but feel the wasted potential of this slapstick comedy .	1
30636	30637	1425	All in all , Road to Perdition is more in love with strangeness than excellence .	3
30652	30653	1426	DeMeo is not without talent ; he just needs better material .	2
30663	30664	1427	Puportedly `` Based on True Events , '' a convolution of language that suggests it 's impossible to claim that it is `` Based on a True Story '' with a straight face .	1
30696	30697	1428	... gripping and handsome execution , -LRB- but -RRB- there is n't much about K-19 that 's unique or memorable .	2
30713	30714	1429	I liked the original short story but this movie , even at an hour and twenty-some minutes , it 's too long and it goes nowhere .	0
30734	30735	1430	An artsploitation movie with too much exploitation and too little art .	0
30746	30747	1431	... a sour little movie at its core ; an exploration of the emptiness that underlay the relentless gaiety of the 1920 's ... The film 's ending has a `` What was it all for ? ''	0
30786	30787	1432	Check your brain and your secret agent decoder ring at the door because you do n't want to think too much about what 's going on .	1
30813	30814	1433	Talkiness is n't necessarily bad , but the dialogue frequently misses the mark .	1
30825	30826	1434	The Pianist is the film Roman Polanski may have been born to make .	3
30835	30836	1435	It 's funny and human and really pretty damned wonderful , all at once .	3
30846	30847	1436	The first Tunisian film I have ever seen , and it 's also probably the most good-hearted yet sensual entertainment I 'm likely to see all year .	4
30872	30873	1437	There are more shots of children smiling for the camera than typical documentary footage which hurts the overall impact of the film .	2
30892	30893	1438	Like a pack of dynamite sticks , built for controversy .	1
30906	30907	1439	Alas , another breathless movie about same !	2
30915	30916	1440	-LRB- Reaches -RRB- wholly believable and heart-wrenching depths of despair .	3
30928	30929	1441	If you do n't ... well , skip to another review .	2
30938	30939	1442	In my opinion , Analyze That is not as funny or entertaining as Analyze This , but it is a respectable sequel .	2
30960	30961	1443	A generic bloodbath that often becomes laughably unbearable when it is n't merely offensive .	0
30976	30977	1444	Can be classified as one of those ` alternate reality ' movies ... except that it would have worked so much better dealing in only one reality .	1
31003	31004	1445	This wretchedly unfunny wannabe comedy is inane and awful - no doubt , it 's the worst movie I 've seen this summer .	1
31027	31028	1446	Entirely suspenseful , extremely well-paced and ultimately ... dare I say , entertaining !	4
31040	31041	1447	`` Red Dragon '' is entertaining .	4
31045	31046	1448	Quitting offers piercing domestic drama with spikes of sly humor .	3
31058	31059	1449	It winds up moving in many directions as it searches -LRB- vainly , I think -RRB- for something fresh to say .	1
31079	31080	1450	An improvement on the feeble examples of big-screen Poke-mania that have preceded it .	3
31096	31097	1451	Fear permeates the whole of Stortelling , Todd Solondz ' oftentimes funny , yet ultimately cowardly autocritique .	3
31118	31119	1452	As a film director , LaBute continues to improve .	3
31127	31128	1453	Dull , a road-trip movie that 's surprisingly short of both adventure and song .	0
31142	31143	1454	You wo n't have any trouble getting kids to eat up these Veggies .	3
31156	31157	1455	Some may choose to interpret the film 's end as hopeful or optimistic but I think Payne is after something darker .	2
31178	31179	1456	Scott delivers a terrific performance in this fascinating portrait of a modern Lothario .	4
31193	31194	1457	Overwrought , melodramatic bodice-ripper .	1
31199	31200	1458	Steers has an unexpectedly adamant streak of warm-blooded empathy for all his disparate Manhattan denizens -- especially the a \*\* holes .	2
31227	31228	1459	These two are generating about as much chemistry as an Iraqi factory poised to receive a UN inspector .	2
31250	31251	1460	Jeffrey Tambor 's performance as the intelligent jazz-playing exterminator is Oscar-worthy .	4
31265	31266	1461	This familiar rise-and-fall tale is long on glamour and short on larger moralistic consequences , though it 's told with sharp ears and eyes for the tenor of the times .	3
31298	31299	1462	Even the hastily and amateurishly drawn animation can not engage .	0
31307	31308	1463	Plodding , peevish and gimmicky .	1
31314	31315	1464	Insomnia does not become one of those rare remakes to eclipse the original , but it does n't disgrace it , either .	2
31335	31336	1465	No. .	1
31337	31338	1466	To say that this vapid vehicle is downright doltish and uneventful is just as obvious as telling a country skunk that he has severe body odor .	0
31368	31369	1467	It 's crap on a leash -- far too polite to scale the lunatic heights of Joe Dante 's similarly styled Gremlins .	0
31400	31401	1468	At 78 minutes it just zings along with vibrance and warmth .	4
31414	31415	1469	You have to see it .	4
31417	31418	1470	If ever such a dependable concept was botched in execution , this is it .	0
31431	31432	1471	A tasty slice of droll whimsy .	2
31438	31439	1472	... while the humor aspects of ` Jason X ' were far more entertaining than I had expected , everything else about the film tanks .	1
31460	31461	1473	Rice is too pedestrian a filmmaker to bring any edge or personality to The Rising Place that would set it apart from other Deep South stories .	1
31487	31488	1474	Broomfield reveals an ironic manifestation of institutionalized slavery that ties a black-owned record label with a white-empowered police force .	2
31513	31514	1475	Ritchie 's film is easier to swallow than Wertmuller 's polemical allegory , but it 's self-defeatingly decorous .	1
31533	31534	1476	The film is ultimately about as inspiring as a Hallmark card .	1
31544	31545	1477	With little visible talent and no energy , Colin Hanks is in bad need of major acting lessons and maybe a little coffee .	0
31569	31570	1478	The film oozes craft .	3
